product_name,product_price,Rate,Review,Summary,Sentiment
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,good choice,good quality product drain system needs improvement,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,must buy!,best cooler in market,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,good quality product,smart cooling we are using the cooler in fan speed of one feeling like winter thanks maharaja,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,wonderful,thanks,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,very good,fantastic product thanks maharaja filpcart,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,excellent,awesome,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,very poor,very useless service,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,mind-blowing purchase,good,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,classy product,occupies space but is worth it,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,wonderful,nice cooler with strong and quality built using it from last 2 months,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,worst experience ever!,if ur staying in hot city this is waste dont buy,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,just wow!,excellent,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,nice,cooler is good but very dirty smell,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,absolute rubbish!,not effective cooling fan area of effect is also very narrow not ideal returned it,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,decent product,built quality is not up to the mark overall avearge,neutral
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,mind-blowing purchase,awesome,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,hated it!,very bad product its water tank is not sufficient for a day tank empty in 4 hours and not open easily for cleaning,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,useless product,wrost cooler ever purchased not even 10 feet throw build quality is not upto mark purchase another good brand cooler instead of this,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,wonderful,good working in maharaja,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,awesome,nice cooler you can go for it,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,super!,fabulous,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,good quality product,value for money,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,fair,cooling very late n water will come slowly,neutral
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,worth the money,good but how to wash the cooler its tension,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,good choice,nice products,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,good,fan speed is low but great cooling,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,simply awesome,good cooler for big rooms water lasts full night works best with cross ventilation highly recommended,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,value-for-money,very good and smooth working all functions are very good but wood grass all side bad improve side honeycomb cooling pad,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,absolute rubbish!,waste of money,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,unsatisfactory,not god air thorw not god quality not accepted,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,good quality product,cheap and best cooler even good for extreme summer,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,mind-blowing purchase,nice product,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,awesome,i am very happy,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,terrific,nice,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,nice,air throw weak,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,wonderful,super,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,terrible product,too much big size,neutral
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,super!,best,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,best in the market!,just awsm its cooling beats many expensive branded cooler price is also very decent comparing other coolers,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,good choice,good,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,terrific purchase,its a big coolerair throw is good cooling is also good build material is sturdy water inlet shuld be little bit big overall i am satisfied with the product,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,super!,good cooling low noise better daily change the water to avoid smell separate water hose required for water loading,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,good choice,good quality,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,best in the market!,very good in time delivery beautiful organization from flipcortthank you,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,not recommended at all,very bad product bad quality low air flow not useful product waist money before 100 time think purchasing this product this product r not refundable all flipkart assistant was misguid,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,awesome,delivery of the product is amazing as usual and delivery person is also very helpful,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,terrific,i am writing a review after using it for 4 days this cooler is very nice size is jumbo cooling starts in the room after a while at night,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,delightful,i am giving 4 star but its deserv 10 out 9 i m cutting 1 star due to stand and water indicator once stand n water indicator will include this will be become the best nice air cooling super design power air throught range no sound overall worth to buy,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,very good,nice product,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,perfect product!,yes its quite goodyou can go for it nicely deliveredthank you flipkart,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,perfect product!,value for money,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,super!,very good,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,hated it!,very poor product and heavy smell through out the room received damaged,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,decent product,ok,neutral
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,terrific,this is aws product at healthy price its worth to buy,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,excellent,very nice,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,terrific,i was vary of buying coole online as i cannot check the airflow or faults before purchasing but this cooler really changed my mind i did extensive research watched reviews and at the end selected this this is a beast of a cooler the airflow is absolutely amazing for this sizzling weather this cooler really throws cool air one advice always keep your coolers in a fully ventilated area like outside a window then you will see how great it works this was a great purchase and if you a,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,simply awesome,nice,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,brilliant,very good product very nice cooling,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,classy product,good one very less noise,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,wonderful,good,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,best in the market!,its greatworks like an ac,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,best in the market!,best coolerlow noise and better cooling,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,best in the market!,super,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,did not meet expectations,delivered the product on time but the demo was not done even after two weeks for which the amount is already deducted complaint was raised but they are dragging that will be done in 24 hours but many 24 48 hours have gone,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,wonderful,awaesome cooler it is better than symphony,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,classy product,flipkart delivery very nice and product in this time good,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,just wow!,cooler is so good and cooling bestthank you flipkart,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,terrific,good one,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,very good,nice product cooling air,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,fabulous!,best air cooler,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,simply awesome,after use of one week in extreme conditions i feel this cooler works very fine strongly recommend to buy this product,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,delightful,looks good purchase and economical tge power cord should have been 5 meters or 6 meters length instead of existing 2 meters given the huge size if this desert cooler,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,value-for-money,its best small family,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,very poor,extremely horrible servicedo not order,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,nice product,extremely good productgood product for lower floor and not good for the top floor,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,terrific,verry good indian fast desert coolar verey verry nise product,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,value-for-money,air cooler is better im happy recived your product,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,wonderful,good product,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,decent product,we found inside fan bed will not fixed properly and also bolt nuts fall inside further remaing all ok,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,must buy!,nice product,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,mind-blowing purchase,awesome product,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,super!,good cooler,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,highly recommended,very good product on very first day it fell on the floor from table with full water but quality of product is too good still working thankyou flipkart,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,super!,fantastic cooling,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,excellent,nice cooling,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,good,please share a good operating manual how are we supposed to flush out water nothing like mentioned also dismantling back needs a specialist please design in such way where even elders can operate,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,horrible,worst product dont waste your money,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,fabulous!,excellent product,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,perfect product!,nice cooler awesome product,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,decent product,blade of cooler fan is broken,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,2,badly disappointed,air delivery is very bad not even cooling 10x13 room,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,fabulous!,very nice,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,good,performance reduced after 2 months,neutral
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,perfect product!,its more than my expectations iam so happy and as usual excellent flipkart service,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,terrible product,worst model all user please dont buy,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,unsatisfactory,not good,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,fabulous!,super,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,just wow!,nice product,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,highly recommended,overall good product cons come without stand,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,good quality product,good product nd fast delivery,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,just okay,good bt without wheel or stand very difficult to move,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,excellent,best product with resionable price,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,mind-blowing purchase,it is ok,neutral
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,value-for-money,good,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,worth every penny,nice product,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,brilliant,coling is best another cooler,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,wonderful,coolar is good but suggest that i thinks wheel also provide in coolar for easy movement,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,terrific purchase,good to go,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,unsatisfactory,very huge in size cooling no good feels air just like normal fan,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,value-for-money,awesome,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,2,not good,worst,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,excellent,cooler chilled the room very fast,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,nice,its good but size is too big,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,just wow!,its huge and secondly its as good as ac but the problem is you cannot control the cooling its good if you have a 1500 sqft house,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,wonderful,it is perfect for your daughter marriage items no doubt it is big and it is room cooler,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,brilliant,amazing product it works wonders in 45c and always go for wood woolen pads as theyre better than honeycomb,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,best in the market!,very good product dont think much more go for it absolutely value of money,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,very good,it is big moving it is problematic it would have been easier to clean if the side panels were easily removable does a decent job of cooling the room,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,worth the money,good product,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,must buy!,its very good products in online its very well,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,wonderful,good,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,utterly disappointed,its a very poor quality product dont buy its,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,really nice,good with price,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,mind-blowing purchase,too good product,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,pretty good,excellent cooler happy with it,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,awesome,very good product in low price its our second plastic cooler and i am happy with its cooling and other features in future i definitely buy it again and recommend to others also thanks flipkart,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,terrible product,worst product,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,does the job,plastic quality is not that strong as of symphony coolers,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,excellent,very good product,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,decent product,not upto the reviews build up level too bulky quite noisy lack of wheel is biggest disadvantage buy at your own risk not happy overall,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,did not meet expectations,nonetheless i gives the feel of ac,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,absolute rubbish!,this product does not cool as much as it was written in the advertisement i am not so happy with this product,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,very good,good,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,good quality product,yup satisfied,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,does the job,air flow is not that good,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,nice,no stand and little noisy cooler,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,worth the money,very nice product,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,worth the money,good onebut still sounds generated by cooler are very noisymust buy stand with this cooler,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,perfect product!,nice product thanks to flipkart for early delivery special thanks to delivery boy for gentle behaviour,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,value-for-money,nice product with decent price,positive
